Codigo	Descripcion	Precio Costo	Precio Venta	Precio Mayoreo	Inventario	Inv. Minimo	Departamento
 ALQURIA 200ML		$0	$1.000	$0	N/A	0.000	- Sin Departamento -
 BOLSA AVENA ALPINA		$0	$2.200	$0	N/A	0.000	- Sin Departamento -
 FORST USB  CTO LIGHT		$0	$25.000	$0	N/A	0.000	- Sin Departamento -
 MASAPAN		$0	$300	$0	N/A	0.000	- Sin Departamento -
 PASABOCAS FESTIN		$0	$600	$0	N/A	0.000	- Sin Departamento -
 LIMONCITAS		$0	$800	$0	N/A	0.000	- Sin Departamento -
 LECHE ALKERIA X200ML		$0	$1.000	$0	N/A	0.000	- Sin Departamento -
 WINNY ETAPA 4		$0	$1.600	$0	N/A	0.000	- Sin Departamento -
 BOLSACIERREAZUL		$0	$7.800	$0	N/A	0.000	- Sin Departamento -
 7702011012203		$0	$600	$0	N/A	0.000	- Sin Departamento -
 7500435246415		$0	$800	$0	N/A	0.000	- Sin Departamento -
 MM CHOCOLATE 20 GR		$0	$2.000	$0	N/A	0.000	- Sin Departamento -
 TRAPERA		$0	$9.600	$0	N/A	0.000	- Sin Departamento -
 7702097148568	 MERMELADA LA CONSTANCIA  FRESA X 80 GRX80GR	$0	$1.800	$0	N/A	0.000	0
 7701021114464	 PAÑAL WINNY ETAPA 5 	$0	$1.700	$0	N/A	0.000	0
 7702168214000	 RON CALDAS TRADICIONAL 1/2	$15.091	$35.000	$0	N/A	0.000	0
 7701021114136	 WINNY ETAPA 4	$0	$1.600	$0	N/A	0.000	0
 7709027298720	+SEX CONDONES CEREZA	$0	$2.500	$0	N/A	0.000	- Sin Departamento -
 7702191521786	3D MULTIUS0S	$0	$1.600	$0	N/A	0.000	- Sin Departamento -
 HTTPSÑ--WWW.BRETANA.	7702090029543	$0	$5.000	$0	N/A	0.000	- Sin Departamento -
 7706667959127	ABURRA PETS 4 KG	$10.706	$14.500	$0	N/A	0.000	0
 7702109008729	ACEITE 0LIOSOYA X 900 ML	$10.105	$12.500	$0	N/A	0.000	0
 7702028000347	ACEITE DIANA 2000 ML	$0	$17.000	$0	N/A	0.000	0
 7702028000316	ACEITE DIANA 250 ML	$0	$3.000	$0	N/A	0.000	0
 7702028000323	ACEITE DIANA 450 ML	$0	$4.900	$0	N/A	0.000	0
 7702028000330	ACEITE DIANA 900 ML	$0	$8.900	$0	N/A	0.000	0
 7701909008090	ACEITE IDEAL  250ML	$0	$3.000	$0	N/A	0.000	- Sin Departamento -
 7701018005157	ACEITE OLEOCALI 250 ML	$0	$4.000	$0	N/A	0.000	- Sin Departamento -
 7706569001559	ACETAMINIFEN X10	$0	$1.000	$0	N/A	0.000	- Sin Departamento -
 7703038040293	ACETAMINOFEN	$0	$1.000	$0	N/A	0.000	0
 7703712035454	ACETAMINOFEN JARABE 	$0	$4.600	$0	N/A	0.000	- Sin Departamento -
 7706569001436	ACETAMINOFEN JARABE NIÑOS	$3.300	$4.000	$0	N/A	0.000	0
 7702006302449	ACOND DOVE HIFAT +VITA A&E X 18ML	$0	$0	$0	0,00	0.000	0
 7702354956332	ACONDICIO NUTRI REPARACION X15ML	$0	$1.200	$0	N/A	0.000	0
 7702354958145	ACONDICIONADOR BIOKERATINA	$0	$1.200	$0	N/A	0.000	- Sin Departamento -
 7500435153683	ACONDICIONADOR PANTENE 3 MNT	$0	$1.200	$0	N/A	0.000	0
 7702006202350	ACONDICIONADOR SAVITAL 22ML	$0	$1.200	$0	N/A	0.000	0
 7702006207690	ACONDICIONADOR SEDAL	$0	$0	$0	0,00	0.000	0
 7702090062854	ACQUA POSTOBON FRUTOS ROJOS 1.5 ML	$0	$4.000	$0	N/A	0.000	- Sin Departamento -
 ADAPTIVEFASTCHARGING	ADAPTIVE FAST CHARGING	$0	$13.000	$0	N/A	0.000	- Sin Departamento -
 7702132011406	ADVIL FEM	$0	$2.500	$0	N/A	0.000	0
 ADVILFEMUNIDAD	ADVIL FEM UNIDAD	$0	$2.200	$0	N/A	0.000	- Sin Departamento -
 7707397792503	ADVIL GRIPA MAX	$0	$2.900	$0	N/A	0.000	0
 7702132010966	ADVIL GRIPA MULTISINTOMAS	$0	$2.800	$0	N/A	0.000	- Sin Departamento -
 ADVILGRIPAUNI	ADVIL GRIPA UNIDAD	$0	$2.800	$0	N/A	0.000	- Sin Departamento -
 7702132009588	ADVIL MAX	$0	$0	$0	0,00	0.000	0
 ADVILMAXDOLORSEVERO	ADVIL MAX DOLOR SEVERO	$0	$2.200	$0	N/A	0.000	- Sin Departamento -
 7702132009571	ADVIL MAX UNIDAD	$0	$0	$0	0,00	0.000	0
 7702132008598	ADVIL ULTRA	$0	$0	$0	0,00	0.000	0
 ADVILULTRA	ADVIL ULTRA	$0	$2.200	$0	N/A	0.000	- Sin Departamento -
 77024411	AGUA  BRISA  CON GAS  MARACUYA X 23¿80 ML	$0	$1.500	$0	N/A	0.000	- Sin Departamento -
 7702535030660	AGUA BRISA  MARACUYA X 600 ML	$0	$2.500	$0	N/A	0.000	- Sin Departamento -
 77098320	AGUA BRISA 280 ML	$0	$1.500	$0	N/A	0.000	0
 77042651	AGUA BRISA CON GAS MANZANA X 280 ML	$0	$1.500	$0	N/A	0.000	- Sin Departamento -
 7702535013212	AGUA BRISA MANZANA X 600 ML	$0	$2.500	$0	N/A	0.000	- Sin Departamento -
 7702535027868	AGUA BRISA SABORIZADA MANZANA  X 1.5L	$0	$4.500	$0	N/A	0.000	0
 7702535030677	AGUA BRISA SABORIZADA X 1.5L	$0	$4.500	$0	N/A	0.000	0
 7702535010327	AGUA BRISA X 600 ML	$0	$2.500	$0	N/A	0.000	0
 7702535010341	AGUA CON GAS BRISA 600ML	$0	$2.500	$0	N/A	0.000	0
 7702090022711	AGUA CRISTAL  X 600 ML	$0	$2.000	$0	N/A	0.000	- Sin Departamento -
 7702090006544	AGUA CRISTAL 5L	$0	$8.500	$0	N/A	0.000	- Sin Departamento -
 7702090006407	AGUA CRISTAL 6 L BOLSA	$0	$6.000	$0	N/A	0.000	- Sin Departamento -
 7702090069990	AGUA CRISTAL ALOE COCO X330 ML	$0	$2.500	$0	N/A	0.000	0
 7702090001532	AGUA CRISTAL LIFE  X 600 ML	$0	$3.500	$0	N/A	0.000	- Sin Departamento -
 7702090073065	AGUA CRISTAL PET 300 ML	$0	$1.000	$0	N/A	0.000	0
 7702090042054	AGUA CRTISTAL X1 LT	$0	$3.000	$0	N/A	0.000	0
 7702192725527	AGUA LILMA LIMON X 1.5 ML	$0	$6.000	$0	N/A	0.000	- Sin Departamento -
 7702535013830	AGUA NATURAL BRISA 1 LITRO	$0	$3.000	$0	N/A	0.000	0
 7.70253503066077E19	AGUA SABORIZADA X 600 ML	$0	$0	$0	0,00	0.000	0
 7702049000531	AGUARDIENTE  SIN AZUCAR X 750 ML	$0	$55.000	$0	N/A	0.000	- Sin Departamento -
 7702168278477	AGUARDIENTE AMARILLO MANZANARES X750ML	$0	$65.000	$0	N/A	0.000	- Sin Departamento -
 7702049001699	AGUARDIENTE ANTIOQUEÑO SIN AZUCAR X  1000 ML	$0	$61.000	$0	N/A	0.000	- Sin Departamento -
 7702049001538	AGUARDIENTE AZUL 1/4	$0	$22.000	$0	N/A	0.000	0
 7702404008042	AGUARDIENTE NECTAR SIN AZUCAR X 750 ML	$0	$43.000	$0	N/A	0.000	- Sin Departamento -
 7702049002177	AGUARDIENTE REAL X 750 ML	$0	$48.000	$0	N/A	0.000	- Sin Departamento -
 7702049000449	AGUARDIENTE ROJO 1/2	$0	$28.000	$0	N/A	0.000	0
 7702049001521	AGUARDIENTE ROJO 1/4	$14.525	$22.000	$0	N/A	0.000	0
 7702049000517	AGUARDIENTE ROJO LITRO	$50.578	$68.000	$0	N/A	0.000	0
 7702049000548	AGUARDIENTE SIN AZUCAR 1/2	$21.210	$29.000	$0	N/A	0.000	0
 7702049000906	AGUARDIENTE SIN AZUCAR 1000ML	$48.433	$68.000	$0	N/A	0.000	0
 AGUARDIENTE	AGUARDIENTE TRAGO	$0	$3.000	$0	N/A	0.000	- Sin Departamento -
 7702049001637	AGUARDIENTE VERDE 1/2	$0	$26.000	$0	N/A	0.000	0
 7702049001682	AGUARDIENTE VERDE 1/4	$0	$22.000	$0	N/A	0.000	0
 7509546683331	AJAX NARANJA  LIMON  160 ML	$0	$1.800	$0	N/A	0.000	0
 7754487001700	AJINOMEN CARNE X 80GR	$0	$3.300	$0	N/A	0.000	0
 7754487001762	AJINOMEN COSTILLA DE RES X80G	$0	$3.300	$0	N/A	0.000	0
 7754487001663	AJINOMEN GALLINA CRIOLLA X80G	$0	$3.300	$0	N/A	0.000	0
 7754487001670	AJINOMEN GALLINA PICANTE X 80 GR	$0	$3.300	$0	N/A	0.000	0
 7754487001656	AJINOMEN GALLINA X 80 GR	$0	$3.300	$0	N/A	0.000	0
 7754487001731	AJINOMEN ORIENTAL X80G	$0	$3.300	$0	N/A	0.000	0
 7754487001687	AJINOMEN POLLO 80G	$0	$0	$0	0,00	0.000	0
 7754487001694	AJINOMEN POLLO CON VERDURAS X80G	$0	$3.300	$0	N/A	0.000	0
 7707195160092	ALBONDIGAS JAF  X500G	$8.600	$10.400	$0	N/A	0.000	0
 7707822754274	ALCALINA TRONEX 9V	$0	$11.600	$0	N/A	0.000	0
 7702560026577	ALCOHOL JGB 120 ML	$0	$3.500	$0	N/A	0.000	- Sin Departamento -
 7702560009532	ALCOHOL JGB 350 ML	$0	$5.500	$0	N/A	0.000	- Sin Departamento -
 7702057075101	ALCOHOL MK 700 ML	$0	$9.000	$0	N/A	0.000	0
 7707285980821	ALCOHOL MULTIASEO X 1000 ML	$0	$11.900	$0	N/A	0.000	0
 7707285980814	ALCOHOL MULTIFLASH  500 ML	$0	$6.600	$0	N/A	0.000	0
 7702057075088	ALCOHOL-MK X 350ML	$0	$0	$0	0,00	0.000	0
 7702208100201	ALGODON X20G	$1.550	$2.000	$0	N/A	0.000	- Sin Departamento -
 706460000689	ALIMENT HUMED WHISKAS GATO RES 85 GR	$0	$3.400	$0	N/A	0.000	0
 706460000641	ALIMENT HUMED WHISKAS GATO SALMON 85 GR	$0	$3.400	$0	N/A	0.000	0
 706460000658	ALIMENT HUMED WHISKAS POLLO X 85G	$0	$3.400	$0	N/A	0.000	0
 7702123007425	ALKA-SELTZER EXTREME	$0	$3.000	$0	N/A	0.000	- Sin Departamento -
 ALKASELTZEREXTREMEUN	ALKASELTZER EXTREME UNIDAD	$0	$3.000	$0	N/A	0.000	- Sin Departamento -
 ALKASELTZER	ALKASELTZER UNIDAD	$0	$1.200	$0	N/A	0.000	- Sin Departamento -
 7702177009826	ALKERIA DESLACTOSADA	$0	$1.000	$0	N/A	0.000	- Sin Departamento -
 7702177023426	ALKERIA DESLACTOSADA 400ML	$0	$2.000	$0	N/A	0.000	- Sin Departamento -
 7707181890019	ALMIDON EXTRA FINO JDY REY	$0	$3.200	$0	N/A	0.000	0
 7702204019590	ALMOHABANA EL ORIGINAL - 1 UNID	$0	$0	$0	0,00	0.000	0
 7707247370219	ALMOHABANAS HUILENSES R & D X 5 UNID.	$7.500	$8.800	$0	N/A	0.000	0
 7702402058827	ALOHA CEREZA Y MANDARINA	$0	$3.000	$0	N/A	0.000	0
 7702402056151	ALOHA FRESA	$0	$1.500	$0	N/A	0.000	- Sin Departamento -
 7702402054539	ALOHA LIMON	$0	$2.500	$0	N/A	0.000	0
 7702402056144	ALOHA LIMON	$0	$1.500	$0	N/A	0.000	- Sin Departamento -
 7702402057790	ALOHA MANGO BICHE 	$0	$3.000	$0	N/A	0.000	- Sin Departamento -
 7702402054546	ALOHA NARANJA	$0	$2.500	$0	N/A	0.000	0
 7702402058704	ALOHA RASPADO KOLA	$0	$4.500	$0	N/A	0.000	0
 7702001158225	ALPIN BOTELLA CHOCOLATE 300ML	$0	$4.200	$0	N/A	0.000	0
 7702001118151	ALPIN CHOCO BOLSA X 180ML	$0	$2.400	$0	N/A	0.000	0
 7702001118168	ALPIN FRESA BOL 180ML	$0	$2.400	$0	N/A	0.000	0
 7702001049097	ALPINA REGENERIS 150 G	$0	$3.200	$0	N/A	0.000	0
 7702001062263	ALPINET MORA  X140G	$0	$3.900	$0	N/A	0.000	0
 7702001062218	ALPINETTE CEREZA ALPINA X140G	$0	$3.900	$0	N/A	0.000	0
 7702001062195	ALPINETTE FRESA ALPINA X140G	$0	$3.900	$0	N/A	0.000	0
 7702001062225	ALPINETTE  MELOC ALPINA X 140 G	$0	$3.900	$0	N/A	0.000	0
 7702001100125	ALPINITA MAX DOBLE X UNI90 GR	$0	$2.400	$0	N/A	0.000	- Sin Departamento -
 7702001100064	ALPINITO FRESA ALPINA X 45G	$0	$1.900	$0	N/A	0.000	0
 7702001100071	ALPINITO MELOCOTON  45G	$0	$2.000	$0	N/A	0.000	0
 7702001172771	ALPINITO MISTERIO 45G	$0	$0	$0	0,00	0.000	0
 7702001100088	ALPINITO MORA  45G	$0	$2.000	$0	N/A	0.000	0
 7706667001055	ALPISTE ABURRA 460 GR	$2.806	$4.200	$0	N/A	0.000	- Sin Departamento -
 7707331407760	ALQUEMIX FLIPS 	$0	$3.900	$0	N/A	0.000	- Sin Departamento -
 7707331405506	ALQUEMIX M Y M	$2.155	$3.200	$0	N/A	0.000	0
 7707331406893	ALQUEMIX TRULULU  X104G	$0	$3.200	$0	N/A	0.000	0
 7702177023921	ALQUERIA LITRO CARTON	$0	$5.700	$0	N/A	0.000	0
 7707331407791	ALQUERIA MIX HOJUELAS 170G	$0	$3.900	$0	N/A	0.000	0
 7707331407807	ALQUERIA MIX MILO 170G	$0	$3.900	$0	N/A	0.000	0
 7707331404196	ALQUERIA MIX OREO 100G	$0	$3.200	$0	N/A	0.000	0
 6930501059617	ALUMINIO 16 X 30	$0	$5.400	$0	N/A	0.000	- Sin Departamento -
 6930501059600	ALUMINIO 40X30CM	$0	$10.800	$0	N/A	0.000	- Sin Departamento -
 AMOXICILINA	AMOXICILINA  X500	$0	$1.000	$0	N/A	0.000	- Sin Departamento -
 7702354957537	AMPER PREDATOR  X 473 ML	$0	$4.500	$0	N/A	0.000	- Sin Departamento -
 7707430877501	ANDINA LIGTH X473	$0	$4.000	$0	N/A	0.000	- Sin Departamento -
 7702049000432	ANTIOQUEÑO ROJO X750ML	$0	$55.000	$0	N/A	0.000	0
 7702044200486	ARDER FOR MEN X12G	$0	$1.200	$0	N/A	0.000	0
 7709590960253	AREPA ABUELA MARIA X10	$0	$3.500	$0	N/A	0.000	- Sin Departamento -
 745853548575	AREPA ABUELA MARIA X5	$0	$2.300	$0	N/A	0.000	- Sin Departamento -
 AREPABLANCAX10	AREPA BLANCA X 10	$0	$4.000	$0	N/A	0.000	- Sin Departamento -
 AREPABLANCATX5	AREPA BLANCA X 5	$0	$2.500	$0	N/A	0.000	- Sin Departamento -
 7707268530111	AREPA CON MARGARINA Y SAL EL CARRIERL	$2.800	$3.500	$0	N/A	0.000	0
 7704324000014	AREPA CON QUESO	$3.200	$4.200	$0	N/A	0.000	- Sin Departamento -
 7707222551268	AREPA CON QUESO BETANIA	$0	$0	$0	0,00	0.000	0
 7707360180054	AREPA CON QUESO X6UNI	$3.200	$4.200	$0	N/A	0.000	0
 AREPACHOCOLOX5	AREPA DE CHOCOLO X 5	$0	$4.200	$0	N/A	0.000	- Sin Departamento -
 7707026100273	AREPA DE MONTE SONSONNEÑA X5UNI	$3.200	$3.700	$0	N/A	0.000	0
 7707342770013	AREPA DE NUSTRO CAMPO  MINITELA X10UNI	$0	$4.200	$0	N/A	0.000	0
 7707268530296	AREPA EL VCARRIEL MINI TELA X 10	$0	$3.600	$0	N/A	0.000	- Sin Departamento -
 9932347375750	AREPA LA BERRAQUERA X15	$0	$4.800	$0	N/A	0.000	- Sin Departamento -
 7707026100211	AREPA MEDIA TELA SONSONEÑA  X10UNI	$3.200	$3.900	$0	N/A	0.000	0
 7707026100310	AREPA SONSONEÑA  M BLANCO	$3.200	$3.700	$0	N/A	0.000	0
 AREPASALDEANA	AREPAS ALDEANA X5	$0	$2.700	$0	N/A	0.000	- Sin Departamento -
 7707268530029	AREPAS CARRIEL	$0	$0	$0	0,00	0.000	0
 7707268530418	AREPAS DE MAIZ OBLEA X 5 UND	$0	$2.700	$0	N/A	0.000	0
 7707268530739	AREPAS EL CARRIEL X15 UND	$3.500	$4.200	$0	N/A	0.000	0
 7702148999002	AREPAS EL ONRERO X5UNI	$0	$2.700	$0	N/A	0.000	0
 7707212489984	AREPAS LA ALDEANA X5UNI	$0	$2.700	$0	N/A	0.000	0
 7707324107011	AREPAS NUESTRO CAMPO X 5	$0	$3.700	$0	N/A	0.000	- Sin Departamento -
 AREPASPROMOCIONX15	AREPAS PROMOCION X 15	$0	$4.000	$0	N/A	0.000	- Sin Departamento -
 7707202385012	AREPAS SAN MIGUEL CHOCOLO	$0	$4.200	$0	N/A	0.000	- Sin Departamento -
 7707026100266	AREPAS SONSONEÑAS MAIZ AMARILLO 520 GR	$2.950	$3.700	$0	N/A	0.000	- Sin Departamento -
 7707197521129	AREQUIPE ALQUERIA 150 G	$3.300	$5.000	$0	N/A	0.000	0
 7702177024706	AREQUIPE ALQUERIA 240 G	$4.600	$6.200	$0	N/A	0.000	0
 7707197521037	AREQUIPE ALQUERIA X50G	$0	$2.000	$0	N/A	0.000	0
 7702085012307	ARGOLLITAS DORIA X 250	$0	$2.200	$0	N/A	0.000	- Sin Departamento -
 7500435112413	ARIEL 1K	$0	$11.200	$0	N/A	0.000	- Sin Departamento -
 7500435160179	ARIEL 450	$0	$3.600	$0	N/A	0.000	- Sin Departamento -
 7500435124683	ARIEL 450 GR	$0	$6.300	$0	N/A	0.000	0
 7500435251600	ARIEL 700G	$0	$9.200	$0	N/A	0.000	0
 7500435120623	ARIEL CONCENTRADO X400	$7.700	$8.200	$0	N/A	0.000	0
 7500435160193	ARIEL REVITA COLOR X225G	$0	$0	$0	0,00	0.000	0
 7500435160186	ARIEL REVITAOLO X125G	$0	$2.000	$0	N/A	0.000	0
 20220609	ARIEL TRIPLE PODER X1KG	$0	$0	$0	0,00	0.000	0
 21208180	ARIELX450G REVITA COLOR	$0	$6.300	$0	N/A	0.000	0
 7703133081788	ARITOS CEBOLLA YUPI	$0	$1.700	$0	N/A	0.000	0
 7707199660741	AROMA CAFE INSTANTAENO POLVO 170GR	$0	$0	$0	0,00	0.000	0
 7702088152123	AROMA CHOCOLATE 500 G TRADICIONAL	$0	$0	$0	0,00	0.000	0
 7702191164006	AROMATEL  FLORAL 180 ML	$0	$1.800	$0	N/A	0.000	0
 7702191164037	AROMATEL FLORAL  400 ML	$0	$2.900	$0	N/A	0.000	0
 AROMATICA	AROMATICA	$0	$1.500	$0	N/A	0.000	- Sin Departamento -
 7704078000445	AROMATICA  APIO TISANAS	$0	$2.200	$0	N/A	0.000	- Sin Departamento -
 7707184574442	AROMATICA ALBAHACA TISANAS 20 B	$0	$1.800	$0	N/A	0.000	- Sin Departamento -
 7707184575586	AROMATICA CIDRON TISANAS 20 B	$0	$1.800	$0	N/A	0.000	- Sin Departamento -
 7707184573339	AROMATICA MANZANILLA TISANAS 20 B	$0	$2.000	$0	N/A	0.000	- Sin Departamento -
 7708355281855	AROMATICA PANELA FRUTOS ROJOS	$0	$5.100	$0	N/A	0.000	0
 7708355281152	AROMATICA PANELA JENGIBRE LIMON	$0	$5.100	$0	N/A	0.000	0
 7707283470157	AROMATICA PANELA LIMON	$0	$5.100	$0	N/A	0.000	0
 7707184576668	AROMATYICA YERBABUENA TISANAS 20 B	$0	$2.000	$0	N/A	0.000	- Sin Departamento -
 7702206011097	ARROZ CARIBE 500 GR	$0	$2.400	$0	N/A	0.000	0
 7702206010809	ARROZ CASTELLANO KILO	$0	$10.800	$0	N/A	0.000	0
 7702206010786	ARROZ CASTELLANO  500G	$0	$5.300	$0	N/A	0.000	0
 7702511002193	ARROZ DIAMA FIBRA	$0	$3.000	$0	N/A	0.000	- Sin Departamento -
 7702511000014	ARROZ DIANA 500G	$0	$2.500	$0	N/A	0.000	0
 7702511002353	ARROZ DIANA COCO 500G	$0	$3.200	$0	N/A	0.000	0
 7702511009765	ARROZ DIANA CON FIDEOS 500G	$0	$3.000	$0	N/A	0.000	0
 7702511000427	ARROZ DIANA PREMIUM 10000G	$0	$5.900	$0	N/A	0.000	0
 7702511000984	ARROZ DIANA PREMIUM 500G	$0	$3.000	$0	N/A	0.000	0
 7702402059527	ARTESANAL DE FLAN DE AREQUIPE	$0	$3.700	$0	N/A	0.000	- Sin Departamento -
 7702402052399	ARTESANAL MARACUYA	$0	$3.500	$0	N/A	0.000	0
 7702402052412	ARTESANAL TRES LECHES	$0	$0	$0	0,00	0.000	0
 7702402059480	ARTESANAL TRES LECHES	$0	$3.500	$0	N/A	0.000	- Sin Departamento -
 7706667018022	ARVEJA ABURRA X460G	$0	$2.600	$0	N/A	0.000	0
 7702206610672	ARVEJA DIANA 	$0	$3.500	$0	N/A	0.000	- Sin Departamento -
 7706667990052	ARVEJAS CON ZANAHORIA X300G	$0	$4.300	$0	N/A	0.000	0
 7706667990069	ARVERJA CON ZANAHORIA X580G	$0	$6.800	$0	N/A	0.000	0
 ASPIRINAEFERBECENTEU	ASPIRINA EFERBECENTE UNIDAD	$0	$1.400	$0	N/A	0.000	- Sin Departamento -
 7702123006718	ASPIRINA EFERVESCENTE 500MG BAYER	$0	$1.500	$0	N/A	0.000	0
 7706667900143	ATUN ABURRA AGUA X 98 GR	$0	$6.600	$0	N/A	0.000	- Sin Departamento -
 7701101359556	ATUN ACEITE OLIVA 	$0	$14.000	$0	N/A	0.000	- Sin Departamento -
 7702439522797	ATUN BARY ACEITE X 140G	$0	$7.200	$0	N/A	0.000	0
 7702439273750	ATUN BARY AGUA X140G	$0	$7.200	$0	N/A	0.000	0
 7702439596569	ATUN BARY  X160G	$0	$0	$0	0,00	0.000	0
 7706667900594	ATUN ENSALADA X 91G	$0	$0	$0	0,00	0.000	0
 7706667004322	ATUN MACARELA TROZOS X150G	$3.650	$5.500	$0	N/A	0.000	0
 7706667900440	ATUN RALLADO ABURRA X160G	$0	$4.500	$0	N/A	0.000	0
 7702367917900	ATUN VAMCAMPS AGUA X 160G	$5.400	$7.200	$0	N/A	0.000	0
 7702367179209	ATUN VANCAMPS ACEITE X 160G	$0	$7.200	$0	N/A	0.000	0
 7701101359587	ATUN ZENU	$0	$8.200	$0	N/A	0.000	- Sin Departamento -
 AUDIFONODISEÑO	AUDIFONO DISEÑO 	$0	$17.000	$0	N/A	0.000	- Sin Departamento -
 AUDIFONOSBATRI	AUDIFONOS BATRI	$0	$17.000	$0	N/A	0.000	- Sin Departamento -
 7702193424016	AUNJEMIMA X100G	$0	$1.800	$0	N/A	0.000	0
 7702193424023	AUNT JEMIMA SOLO LECHE X250GR	$0	$5.500	$0	N/A	0.000	0
 7702090061017	AVENA  BILAC X 200 ML	$0	$2.200	$0	N/A	0.000	- Sin Departamento -
 7702193102822	AVENA  QUAKER MOLIDA  X 200 GR	$0	$2.700	$0	N/A	0.000	- Sin Departamento -
 7702001084999	AVENA ALP FINESSE 250G	$0	$3.900	$0	N/A	0.000	0
 7702193100927	AVENA EN HOJUELAS QUAKER X 400 G	$0	$5.400	$0	N/A	0.000	0
 7702193101283	AVENA HOJUELA QUAKER X 190 GR	$0	$2.000	$0	N/A	0.000	- Sin Departamento -
 7702001044504	AVENA NATURAL ALPINA  X 250 ML	$0	$3.300	$0	N/A	0.000	0
 7702001162802	AVENA ORIGINAL 200 GR	$1.602	$2.200	$0	N/A	0.000	- Sin Departamento -
 7702177023662	AVENA PRO ALKERIA	$0	$2.600	$0	N/A	0.000	0
 7702177023747	AVENA PRO ALQUERIA 180 G	$0	$2.200	$0	N/A	0.000	0
 7702177023761	AVENA PRO ALQUERIA 180G	$0	$2.200	$0	N/A	0.000	- Sin Departamento -
 7702177023655	AVENA PRO ALQUERIA VASO X 220 GR	$0	$2.900	$0	N/A	0.000	0
 7702193101269	AVENA QUAKER ENHOJUELAS X 115	$0	$1.200	$0	N/A	0.000	0
 7701101233207	AVJA NATURAL ZENU X 300 G	$0	$4.700	$0	N/A	0.000	0
 7701101233160	AVJA NATURAL ZENU X 580 G	$0	$7.200	$0	N/A	0.000	0
 7701101233085	AVJA ZHRIA ZENU X 300 G	$0	$5.300	$0	N/A	0.000	0
 7701101233122	AVJA ZHRIA ZENU X 580 G	$0	$8.400	$0	N/A	0.000	0
 7509546652559	AXION DISCO LIMON X130	$0	$1.600	$0	N/A	0.000	0
 7702010382147	AXION LIMON  850 GR	$0	$11.500	$0	N/A	0.000	- Sin Departamento -
 7509546684024	AXION LIMON 180ML	$0	$2.600	$0	N/A	0.000	0
 7702010881213	AXION LIMON 360ML	$0	$0	$0	0,00	0.000	0
 7702010380747	AXION X 450	$0	$6.500	$0	N/A	0.000	0
 7702439539337	AZUCAR BARY X500G	$0	$2.600	$0	N/A	0.000	0
 7702059502025	AZUCAR INCAUCA 1 KG	$0	$5.600	$0	N/A	0.000	- Sin Departamento -
 7702059501028	AZUCAR INCAUCA 500G	$0	$2.900	$0	N/A	0.000	0
 7707007200442	AZUCAR MAYAGUEZ	$2.200	$2.800	$0	N/A	0.000	0
 7707007200404	AZUCAR MAYAMGUEZ	$0	$2.700	$0	N/A	0.000	- Sin Departamento -
 7702104010406	AZUCAR PROVIDENCIA X LIBRA	$0	$2.400	$0	N/A	0.000	0
 7702028000378	Aceite Diana 3000ml	$0	$32.900	$0	N/A	0.000	- Sin Departamento -
 7702535012857	Agua Brisa Lima 	$0	$2.500	$0	N/A	0.000	- Sin Departamento -
 77099938	Agua Brisa Lima Limon 	$0	$1.500	$0	N/A	0.000	- Sin Departamento -
 7702090023008	Agua Con Gas	$0	$2.500	$0	N/A	0.000	- Sin Departamento -
 7702168594300	Aguardiente Manzanares 375 Ml	$0	$35.000	$0	N/A	0.000	- Sin Departamento -
 7702402054553	Aloha Mix	$0	$3.000	$0	N/A	0.000	- Sin Departamento -
 7702001100163	Alpinito MAX MORA	$0	$2.700	$0	N/A	0.000	- Sin Departamento -
 7702001100156	Alpinito Max	$0	$2.700	$0	N/A	0.000	- Sin Departamento -
 7707529520875	Alquemix Cookies	$0	$3.900	$0	N/A	0.000	- Sin Departamento -
 7702177004234	Alqueria Deslactosada Caja Litro	$0	$5.800	$0	N/A	0.000	- Sin Departamento -
 7702354954994	Amper	$0	$4.500	$0	N/A	0.000	- Sin Departamento -
 7702049002290	Antioqueño Amarillo	$0	$56.000	$0	N/A	0.000	- Sin Departamento -
 7702049001644	Antioqueño Verde	$0	$52.000	$0	N/A	0.000	- Sin Departamento -
 AREPALADELICIA	Arepa La Delicia X 5 	$0	$2.500	$0	N/A	0.000	- Sin Departamento -
 AREPASLADELICIA 	Arepas La Delicia X 10	$0	$3.500	$0	N/A	0.000	- Sin Departamento -
 7709990078152	Arepas La Delicia X10	$0	$4.000	$0	N/A	0.000	- Sin Departamento -
 7500435245296	Ariel 700g 	$0	$9.300	$0	N/A	0.000	0
 7707288690093	Aromatica Frutas Tropicales	$0	$5.100	$0	N/A	0.000	- Sin Departamento -
 7702552000097	Arroz ROA X500G	$0	$2.500	$0	N/A	0.000	- Sin Departamento -
 7702402059428	Artesanal Arequipe	$0	$3.500	$0	N/A	0.000	- Sin Departamento -
 7702045442755	BALANCE MEN CLINICAL 9 GR	$1.150	$1.200	$0	N/A	0.000	- Sin Departamento -
 BALONCITOS	BALONCITOS CHOCOLATE	$0	$400	$0	N/A	0.000	- Sin Departamento -
 BANDEJACHUZO	BANDEJA CHUZO DAENEL	$0	$4.400	$0	N/A	0.000	- Sin Departamento -
